Alcohol,Malic_Acid,Ash,Ash_Alcanity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280,Proline
12.369526366585994,2.4653723106825165,2.428439110792078,20.9831366754324,98.0103075581338,2.5586854370146863,2.0870567730513914,0.4031328003734235,1.2960125615829834,2.7689207020908633,0.81983664058626,3.382248292949838,437.9878222290275
12.714872971691864,1.5333650711521487,2.2338737147052834,20.6861721830409,79.99299749304761,1.359997051504343,1.4404980180829037,0.5668923949256345,1.5750075054161579,3.070394763997855,0.9615365460902021,2.064014280330761,495.02777702361675
14.358991453506116,1.886041759713952,2.424259625459207,11.988517777955451,101.93476268956111,3.3157441459454335,3.66051013280157,0.30046397534936964,2.9664983973383907,7.487041605845445,1.2315303023528117,3.0173793787871768,1546.984463259814
12.259504528417805,1.6934357455410987,2.1357757815997256,18.979623744912505,79.99888203179842,1.641035984738939,2.0684898265500986,0.3492805357245818,1.6095022321249637,3.3935978020626982,1.0090514514182298,3.1337976420998155,510.04099602058346
13.863278362902957,1.5393802044094136,2.675289374327738,24.98128453673588,85.97952727269279,2.940631044291793,2.8977364676211588,0.20389905304198672,1.850811003466899,3.3609748467777303,1.3971056670650448,3.163122475728521,410.00632594072545
14.04334574866455,1.6133921114607284,2.273127410291931,15.97602997681851,125.99344022408972,2.9618355015222106,3.161266608674905,0.2289872740434323,2.107629922481753,5.613539686440978,1.102317566888083,3.7410597926549234,779.9589965802116
12.357998759056105,2.5154843882126134,2.4313907263306027,20.998651050593352,97.96602160718948,2.595640171606929,2.1140236395691,0.29646555795424256,1.2878804941311892,2.824347901455271,0.8003602798361633,3.360448299842359,437.9826031524151
11.55036211845093,2.0612364928729976,3.2358265816525917,28.531905419784767,119.03398595798322,3.206019494286413,5.0533583410584155,0.46542567631722054,1.880697887470613,6.035117275199224,0.9099159832582179,3.678297615130063,464.9994238752092
11.982945872946573,1.065648790015795,2.3261230934008976,21.00110783850628,101.0161866853807,3.380567407624445,2.153811867010966,0.12843881321934159,1.6505675506777633,3.2207046160291077,0.9838003509299531,3.126869754876839,886.0023595092904
11.660157916024415,1.6492853371170033,2.5945389786310837,25.994333275894746,87.97816163108851,1.9373571322268057,1.6309273338187966,0.4121609526988748,1.3399769048800723,2.582017526735895,1.3566332759261654,3.1923977575305216,561.978285693919
11.80126775600269,1.4828002120703172,1.9877579535131673,20.800543175258206,86.03249879603602,1.964232898706568,1.586109049801144,0.2939986405010012,1.5603847445239791,1.9547008932619805,0.9030452813405191,3.3860124302711636,494.9888792143515
12.283713432655267,3.183693175657949,2.200492007759431,18.00137726176567,88.02329910064448,2.861967331364673,2.9876359020669057,0.4475718914547991,2.8379481112991507,2.3080009826862327,1.42060012222876,2.813976014888531,406.0158368287023
11.87275548798261,1.7253944258488922,1.9067667532854948,19.489615079684626,86.03116528978978,2.5018211159039607,1.615193842036609,0.3245953170779832,1.4173539218854319,2.105775204060889,0.9164210243573955,2.447504136886502,415.02489867842456
12.792015419771003,2.643663378076761,2.489247807546485,22.02898752506372,111.97354147823373,1.46213468729986,1.3482118908803065,0.24088390966780748,1.272643215680897,10.815549149761218,0.4740984446725111,1.4690390336289734,479.9843434356945
